/obj/machinery/light/fo13colored/Red => 523ms (13695) (avg:0.038189120590686798)
/obj/structure/table/reinforced => 8ms (725) (avg:0.011034483090043068)
/turf/closed/mineral/gold => 8ms (579) (avg:0.013816925697028637)
/turf/open/floor/carpet/black => 8ms (448) (avg:0.01785714365541935)
/obj/effect/decal/cleanable/blood/gibs => 8ms (281) (avg:0.02846975065767765)
/turf/closed/wall/f13/ruins => 7ms (1114) (avg:0.0062836622819304466)
/turf/closed/wall/f13/supermart => 7ms (863) (avg:0.0081112394109368324)
/obj/machinery/light => 7ms (818) (avg:0.0085574574768543243)
/turf/closed/mineral/plasma => 6ms (1181) (avg:0.0050804400816559792)
/obj/structure/table => 6ms (586) (avg:0.010238908231258392)
/obj/item/storage/belt/utility/full/engi => 6ms (88) (avg:0.068181820213794708)
/obj/screen/parallax_layer/layer_2 => 6ms (48) (avg:0.125)
/obj/machinery/door/airlock/public/glass => 6ms (32) (avg:0.1875)
/turf/closed/wall/r_wall => 5ms (859) (avg:0.0058207218535244465)
/obj/structure/table/wood => 5ms (755) (avg:0.0066225165501236916)
/obj/item/weldingtool/hugetank => 5ms (108) (avg:0.046296294778585434)
/turf/closed/mineral/titanium => 4ms (605) (avg:0.0066115702502429485)
/turf/open/floor/carpet => 4ms (259) (avg:0.015444015152752399)
/obj/screen/parallax_layer/layer_3 => 4ms (26) (avg:0.15384615957736969)
/obj/machinery/door/airlock/medical/glass => 4ms (18) (avg:0.2222222238779068)
/turf/closed/mineral/uranium => 3ms (430) (avg:0.0069767441600561142)
/turf/closed/indestructible/riveted/boss => 3ms (266) (avg:0.011278195306658745)
/obj/structure/table/wood/settler => 3ms (259) (avg:0.011583011597394943)
/turf/closed/mineral/bscrystal => 3ms (211) (avg:0.014218009077012539)
/turf/closed/indestructible/f13vaultrusted => 3ms (191) (avg:0.015706805512309074)
/turf/closed/wall/r_wall/f13superstore => 3ms (150) (avg:0.019999999552965164)
/obj/machinery/door/airlock/command => 3ms (73) (avg:0.04109589010477066)
/obj/item/gun/ballistic/automatic/autopipe => 3ms (70) (avg:0.04285714402794838)
/obj/machinery/door/airlock/hatch => 3ms (63) (avg:0.0476190485060215)
/obj/machinery/door/airlock/vault => 3ms (20) (avg:0.15000000596046448)
/turf/open/space/transit => 2ms (1621) (avg:0.0012338062515482306)
/turf/open/floor/plasteel => 2ms (371) (avg:0.0053908354602754116)
/turf/closed/indestructible => 2ms (168) (avg:0.011904762126505375)
/turf/closed/indestructible/riveted/uranium => 2ms (131) (avg:0.015267175622284412)
/obj/item/gun/ballistic/automatic/pistol/pistol22 => 2ms (97) (avg:0.020618556067347527)
/obj/effect/decal/cleanable/dirt/dust => 2ms (92) (avg:0.021739130839705467)
/obj/item/clothing/under/syndicate/brotherhood => 2ms (88) (avg:0.022727273404598236)
/obj/machinery/door/airlock/centcom => 2ms (73) (avg:0.027397260069847107)
/obj/screen/zone_sel => 2ms (42) (avg:0.0476190485060215)
/obj/machinery/door/airlock/wood => 2ms (30) (avg:0.066666670143604279)
/turf/open/floor/plasteel/darkblue/side => 2ms (17) (avg:0.11764705926179886)
/obj/machinery/light/small => 1ms (603) (avg:0.0016583747928962111)
/turf/closed/mineral/diamond => 1ms (298) (avg:0.0033557047136127949)
/turf/open/floor/plasteel/dark => 1ms (231) (avg:0.0043290043249726295)
/obj/structure/barricade/sandbags => 1ms (205) (avg:0.0048780487850308418)
/obj/structure/closet => 1ms (186) (avg:0.0053763440810143948)
/obj/machinery/door/airlock/grunge => 1ms (149) (avg:0.0067114094272255898)
/obj/structure/closet/crate/bin => 1ms (131) (avg:0.0076335878111422062)
/obj/machinery/computer/terminal => 1ms (107) (avg:0.0093457940965890884)
/turf/closed/wall/r_wall/syndicate => 1ms (97) (avg:0.010309278033673763)
/turf/open/floor/holofloor/carpet => 1ms (87) (avg:0.01149425283074379)
/turf/closed/mineral/random => 1ms (77) (avg:0.012987012974917889)
/obj/effect/decal/cleanable/blood/gibs/core => 1ms (68) (avg:0.014705882407724857)
/obj/item/weldingtool => 1ms (63) (avg:0.01587301678955555)
/obj/screen/movable/action_button/hide_toggle => 1ms (51) (avg:0.019607843831181526)
/obj/item/clothing/shoes/f13/raidertreads => 1ms (46) (avg:0.021739130839705467)
/obj/structure/table/wood/poker => 1ms (44) (avg:0.022727273404598236)
/obj/structure/table/wood/fancy => 1ms (35) (avg:0.02857142873108387)
/obj/machinery/door/airlock => 1ms (32) (avg:0.03125)
/obj/item/pda => 1ms (32) (avg:0.03125)
/obj/structure/window/plastitanium => 1ms (30) (avg:0.033333335071802139)
/obj/item/lighter => 1ms (29) (avg:0.034482758492231369)
/obj/item/storage/box/drinkingglasses => 1ms (29) (avg:0.034482758492231369)
/turf/open/floor/plasteel/f13/vault_floor/floor => 1ms (28) (avg:0.035714287310838699)
/obj/item/gun/energy/laser => 1ms (27) (avg:0.037037037312984467)
/obj/machinery/door/airlock/glass_large => 1ms (26) (avg:0.038461539894342422)
/obj/structure/table/wood/fancy/black => 1ms (24) (avg:0.041666667908430099)
/obj/effect/decal/cleanable/blood/drip => 1ms (20) (avg:0.05000000074505806)
/obj/structure/window/shuttle => 1ms (19) (avg:0.052631579339504242)
/mob/dead/observer => 1ms (19) (avg:0.052631579339504242)
/turf/open/floor/plating => 1ms (18) (avg:0.0555555559694767)
/obj/item/clothing/shoes/f13/military => 1ms (17) (avg:0.058823529630899429)
/obj/item/storage/belt/security/full => 1ms (13) (avg:0.076923079788684845)
/obj/item/storage/box/ingredients/italian => 1ms (10) (avg:0.10000000149011612)
/obj/machinery/computer/security => 1ms (8) (avg:0.125)
/obj/item/reagent_containers/glass/bottle/epinephrine => 1ms (7) (avg:0.1428571492433548)
/obj/machinery/power/smes => 1ms (6) (avg:0.1666666716337204)
/obj/item/storage/box/alienhandcuffs => 1ms (4) (avg:0.25)
/obj/structure/fireaxecabinet => 1ms (4) (avg:0.25)
/obj/item/pda/medical => 1ms (3) (avg:0.3333333432674408)
/obj/item/defibrillator/compact/combat/loaded => 1ms (2) (avg:0.5)
/obj/structure/closet/secure_closet/ertEngi => 1ms (2) (avg:0.5)
/obj/item/storage/box/ingredients/fruity => 1ms (2) (avg:0.5)
/obj/item/gun/energy/laser/plasma/pistol => 1ms (2) (avg:0.5)
/obj/item/clothing/head/helmet/f13/brahmincowboyhat => 1ms (2) (avg:0.5)
/obj/item/storage/trash_stack => 1ms (1) (avg:1)
/turf/open/space => 0ms (172) (avg:0)
/obj/item/reagent_containers/hypospray/medipen/stimpak => 0ms (171) (avg:0)
/turf/closed/wall/mineral/titanium => 0ms (164) (avg:0)
/obj/item/reagent_containers/blood/random => 0ms (160) (avg:0)
/obj/structure/closet/cabinet => 0ms (137) (avg:0)
/obj/structure/lattice/catwalk => 0ms (130) (avg:0)
/turf/closed/indestructible/fakeglass => 0ms (108) (avg:0)
/obj/item/paper_bin => 0ms (98) (avg:0)
/obj/item/screwdriver => 0ms (71) (avg:0)
/obj/item/wirecutters => 0ms (71) (avg:0)
/turf/open/floor/f13 => 0ms (59) (avg:0)
/obj/machinery/light/floor => 0ms (56) (avg:0)
/obj/item/reagent_containers/glass/beaker/large => 0ms (50) (avg:0)
/turf/open/floor/plasteel/f13/vault_floor/misc/vaultrust => 0ms (48) (avg:0)
/obj/effect/decal/cleanable/blood/gibs/down => 0ms (46) (avg:0)
/turf/open/indestructible/ground/outside/sidewalk => 0ms (46) (avg:0)
/obj/structure/closet/fridge => 0ms (45) (avg:0)
/obj/structure/lattice => 0ms (45) (avg:0)
/turf/closed/mineral/ash_rock => 0ms (42) (avg:0)
/turf/open/floor/plasteel/darkred/side => 0ms (40) (avg:0)
/obj/structure/table/glass => 0ms (37) (avg:0)
/obj/machinery/power/smes/engineering => 0ms (36) (avg:0)
/obj/item/reagent_containers/syringe/charcoal => 0ms (35) (avg:0)
/obj/structure/closet/secure_closet/personal => 0ms (34) (avg:0)
/obj/item/clothing/shoes/f13/explorer => 0ms (31) (avg:0)
/obj/item/reagent_containers/blood/radaway => 0ms (29) (avg:0)
/obj/item/gun/ballistic/automatic/smg22 => 0ms (29) (avg:0)
/obj/structure/table/booth => 0ms (29) (avg:0)
/obj/item/reagent_containers/glass/beaker => 0ms (28) (avg:0)
/obj/item/disk/plantgene => 0ms (28) (avg:0)
/obj/structure/window/paperframe => 0ms (27) (avg:0)
/turf/open/floor/plasteel/f13/vault_floor/dark/darksolid => 0ms (26) (avg:0)
/obj/item/gun/ballistic/automatic/smg10mm => 0ms (25) (avg:0)
/obj/machinery/door/airlock/maintenance/abandoned => 0ms (25) (avg:0)
/obj/item/storage/toolbox/mechanical => 0ms (24) (avg:0)
/obj/item/storage/box/matches => 0ms (24) (avg:0)
/obj/item/reagent_containers/glass/beaker/waterbottle => 0ms (24) (avg:0)
/turf/open/floor/plating/airless => 0ms (24) (avg:0)
/obj/structure/table/abductor => 0ms (24) (avg:0)
/obj/structure/closet/bus => 0ms (22) (avg:0)
/turf/closed/wall => 0ms (22) (avg:0)
/mob/living/simple_animal/hostile/handy => 0ms (21) (avg:0)
/obj/item/storage/box/handcuffs => 0ms (21) (avg:0)
/obj/item/reagent_containers/syringe/medx => 0ms (21) (avg:0)
/obj/item/reagent_containers/glass/bottle/blackpowder => 0ms (21) (avg:0)
/obj/structure/window/fulltile => 0ms (21) (avg:0)
/turf/closed/wall/mineral/plastitanium => 0ms (21) (avg:0)
/obj/item/clipboard => 0ms (19) (avg:0)
/obj/item/stock_parts/cell/upgraded => 0ms (18) (avg:0)
/turf/open/floor/wood/wood_tiled => 0ms (18) (avg:0)
/turf/open/floor/plasteel/f13/vault_floor/floor/floorsolid => 0ms (18) (avg:0)
/obj/structure/table/wood/bar => 0ms (18) (avg:0)
/obj/structure/window/fulltile/house => 0ms (18) (avg:0)
/obj/item/stock_parts/cell => 0ms (17) (avg:0)
/turf/open/floor/f13/wood => 0ms (17) (avg:0)
/turf/open/floor/plasteel/f13/vault_floor/yellow/yellowchess/yellowchess2 => 0ms (17) (avg:0)
/obj/machinery/door/airlock/external => 0ms (16) (avg:0)
/obj/item/storage/crayons => 0ms (16) (avg:0)
/turf/open/floor/plasteel/darkred/corner => 0ms (16) (avg:0)
/obj/item/defibrillator/loaded => 0ms (15) (avg:0)
/turf/open/floor/carpet/green => 0ms (15) (avg:0)
/obj/machinery/airalarm => 0ms (14) (avg:0)
/turf/open/floor/grass => 0ms (14) (avg:0)
/mob/living/simple_animal/hostile/handy/gutsy => 0ms (13) (avg:0)
/turf/open/floor/plasteel/darkblue/corner => 0ms (13) (avg:0)
/obj/item/reagent_containers/syringe/epinephrine => 0ms (12) (avg:0)
/obj/item/storage/box/syringes => 0ms (12) (avg:0)
/obj/item/storage/box/gloves => 0ms (12) (avg:0)
/turf/open/floor/plasteel/showroomfloor => 0ms (12) (avg:0)
/obj/machinery/chem_dispenser/drinks => 0ms (12) (avg:0)
/obj/machinery/door/airlock/titanium => 0ms (11) (avg:0)
/obj/item/holochip => 0ms (11) (avg:0)
/obj/item/clothing/shoes/laceup => 0ms (11) (avg:0)
/obj/item/storage/box/flashbangs => 0ms (10) (avg:0)
/obj/item/clothing/suit/hooded/wintercoat/polychromic => 0ms (10) (avg:0)
/obj/structure/closet/secure_closet/personal/cabinet => 0ms (10) (avg:0)
/obj/item/gun/energy/laser/wattz => 0ms (10) (avg:0)
/obj/machinery/door/airlock/security => 0ms (10) (avg:0)
/turf/open/floor/plating/f13/outside/desert => 0ms (10) (avg:0)
/obj/machinery/chem_dispenser/drinks/beer => 0ms (10) (avg:0)
/obj/machinery/computer/operating => 0ms (9) (avg:0)
/obj/item/storage/box/ingredients/vegetarian => 0ms (9) (avg:0)
/obj/machinery/door/airlock/security/glass => 0ms (9) (avg:0)
/obj/item/gun/energy/laser/pistol => 0ms (9) (avg:0)
/obj/item/reagent_containers/hypospray/medipen/stimpak/super => 0ms (9) (avg:0)
/obj/item/storage/toolbox/electrical => 0ms (9) (avg:0)
/obj/machinery/door/airlock/shuttle => 0ms (9) (avg:0)
/obj/item/clothing/shoes/jackboots => 0ms (9) (avg:0)
/obj/machinery/computer/secure_data => 0ms (8) (avg:0)
/obj/machinery/computer/security/telescreen => 0ms (8) (avg:0)
/obj/item/dice => 0ms (8) (avg:0)
/obj/structure/closet/abductor => 0ms (8) (avg:0)
/obj/structure/closet/fridge/standard => 0ms (8) (avg:0)
/obj/item/storage/box/ingredients/carnivore => 0ms (8) (avg:0)
/obj/item/storage/belt/utility/full => 0ms (8) (avg:0)
/turf/open/floor/plasteel/goonplaque => 0ms (8) (avg:0)
/turf/open/floor/plasteel/vault => 0ms (8) (avg:0)
/obj/structure/table/greyscale => 0ms (8) (avg:0)
/turf/open/transparent/glass => 0ms (8) (avg:0)
/turf/closed/wall/f13/wood/house => 0ms (8) (avg:0)
/obj/machinery/door/airlock/silver => 0ms (7) (avg:0)
/obj/item/reagent_containers/glass/bottle/charcoal => 0ms (7) (avg:0)
/obj/item/dice/d20 => 0ms (7) (avg:0)
/obj/structure/closet/emcloset => 0ms (7) (avg:0)
/obj/item/reagent_containers/food/snacks/lollipop => 0ms (7) (avg:0)
/obj/item/reagent_containers/honeycomb => 0ms (7) (avg:0)
/obj/item/storage/box/ingredients/grains => 0ms (7) (avg:0)
/obj/item/storage/box/bodybags => 0ms (7) (avg:0)
/turf/open/floor/plasteel/f13/vault_floor/yellow => 0ms (7) (avg:0)
/obj/structure/table/reinforced/brass => 0ms (7) (avg:0)
/turf/closed/wall/f13/tentwall => 0ms (7) (avg:0)
/mob/living/simple_animal/hostile/handy/protectron => 0ms (6) (avg:0)
/obj/structure/closet/secure_closet/security => 0ms (6) (avg:0)
/obj/machinery/computer/security/telescreen/entertainment => 0ms (6) (avg:0)
/obj/item/gun/energy/laser/aer9 => 0ms (6) (avg:0)
/obj/machinery/computer/cargo => 0ms (6) (avg:0)
/obj/structure/closet/syndicate/personal => 0ms (6) (avg:0)
/obj/effect/decal/cleanable/blood/gibs/body => 0ms (6) (avg:0)
/obj/item/storage/box/beakers => 0ms (6) (avg:0)
/obj/item/storage/box/ingredients/fiesta => 0ms (6) (avg:0)
/obj/structure/closet/cabinet/anchored => 0ms (6) (avg:0)
/obj/item/storage/box/ingredients/sweets => 0ms (6) (avg:0)
/obj/item/gun/ballistic/automatic/greasegun => 0ms (6) (avg:0)
/obj/machinery/computer/slot_machine => 0ms (6) (avg:0)
/obj/item/clothing/under/shorts/polychromic => 0ms (6) (avg:0)
/obj/item/storage/box/pillbottles => 0ms (6) (avg:0)
/obj/item/reagent_containers/food/drinks/mug/tea => 0ms (6) (avg:0)
/turf/open/floor/mineral/plastitanium => 0ms (6) (avg:0)
/turf/open/floor/plasteel/f13/vault_floor/red => 0ms (6) (avg:0)
/turf/open/floor/carpet/red => 0ms (6) (avg:0)
/obj/effect/decal/cleanable/trail_holder => 0ms (6) (avg:0)
/obj/machinery/computer/card/centcom => 0ms (5) (avg:0)
/obj/structure/closet/secure_closet/freezer/meat => 0ms (5) (avg:0)
/obj/item/storage/box/emps => 0ms (5) (avg:0)
/obj/item/dice/d10 => 0ms (5) (avg:0)
/obj/item/storage/toolbox/emergency => 0ms (5) (avg:0)
/obj/machinery/computer/telecrystals/uplinker => 0ms (5) (avg:0)
/obj/machinery/computer/camera_advanced/abductor => 0ms (5) (avg:0)
/obj/item/storage/box/masks => 0ms (5) (avg:0)
/obj/item/storage/box/ingredients/exotic => 0ms (5) (avg:0)
/obj/item/storage/box/ingredients/wildcard => 0ms (5) (avg:0)
/obj/item/toy/crayon/spraycan => 0ms (5) (avg:0)
/turf/open/floor/plasteel/caution => 0ms (5) (avg:0)
/turf/closed/wall/f13 => 0ms (5) (avg:0)
/turf/closed/wall/mineral/titanium/nodiagonal => 0ms (5) (avg:0)
/obj/item/pda/detective => 0ms (5) (avg:0)
/obj/item/organ/cyberimp/eyes/hud/medical => 0ms (4) (avg:0)
/obj/structure/guncase/shotgun => 0ms (4) (avg:0)
/obj/structure/closet/secure_closet/freezer/fridge => 0ms (4) (avg:0)
/obj/structure/closet/secure_closet/freezer/kitchen => 0ms (4) (avg:0)
/obj/structure/closet/radiation => 0ms (4) (avg:0)
/obj/item/gun/energy/ionrifle => 0ms (4) (avg:0)
/obj/item/storage/box/dice => 0ms (4) (avg:0)
/obj/item/dice/d4 => 0ms (4) (avg:0)
/obj/item/dice/d6 => 0ms (4) (avg:0)
/obj/item/dice/d8 => 0ms (4) (avg:0)
/obj/item/dice/d12 => 0ms (4) (avg:0)
/obj/item/gun/ballistic/automatic/ar => 0ms (4) (avg:0)
/obj/item/stock_parts/cell/pulse/carbine => 0ms (4) (avg:0)
/obj/item/gun/energy/pulse/carbine/loyalpin => 0ms (4) (avg:0)
/obj/item/storage/box/disks_plantgene => 0ms (4) (avg:0)
/obj/machinery/door/airlock/engineering/glass => 0ms (4) (avg:0)
/obj/machinery/door/airlock/command/glass => 0ms (4) (avg:0)
/obj/item/storage/box/ingredients/american => 0ms (4) (avg:0)
/obj/item/storage/box/ingredients/delights => 0ms (4) (avg:0)
/obj/item/storage/toolbox/drone => 0ms (4) (avg:0)
/obj/item/gun/ballistic/automatic/service/r82 => 0ms (4) (avg:0)
/obj/machinery/computer/security/bos => 0ms (4) (avg:0)
/obj/structure/closet/athletic_mixed => 0ms (4) (avg:0)
/obj/structure/closet/boxinggloves => 0ms (4) (avg:0)
/obj/item/bedsheet/gondola => 0ms (4) (avg:0)
/obj/effect/decal/cleanable/blood/gibs/old => 0ms (4) (avg:0)
/obj/item/gps/mining => 0ms (4) (avg:0)
/obj/item/reagent_containers/blood/OMinus => 0ms (4) (avg:0)
/obj/machinery/door/airlock/science/glass => 0ms (4) (avg:0)
/turf/open/indestructible/ground/inside/subway => 0ms (4) (avg:0)
/turf/open/floor/plasteel/f13/vault_floor/plating => 0ms (4) (avg:0)
/turf/closed/wall/mineral/titanium/interior => 0ms (4) (avg:0)
/turf/closed/wall/r_wall/f13composite => 0ms (4) (avg:0)
/obj/structure/table/wood/fancy/blackred => 0ms (4) (avg:0)
/turf/open/floor/carpet/blue => 0ms (4) (avg:0)
/obj/item/weldingtool/largetank => 0ms (4) (avg:0)
/turf/closed/wall/r_wall/syndicate/nodiagonal => 0ms (4) (avg:0)
/obj/item/storage/backpack/satchel/explorer => 0ms (4) (avg:0)
/obj/item/stack/ore/blackpowder/two => 0ms (4) (avg:0)
/obj/item/organ/cyberimp/chest/nutriment => 0ms (3) (avg:0)
/obj/structure/closet/crate/secure/weapon => 0ms (3) (avg:0)
/mob/living/simple_animal/hostile/handy/nsb => 0ms (3) (avg:0)
/mob/living/simple_animal/hostile/handy/gutsy/nsb => 0ms (3) (avg:0)
/obj/structure/guncase/ecase => 0ms (3) (avg:0)
/obj/item/storage/box/zipties => 0ms (3) (avg:0)
/obj/item/clothing/under/misc/polyjumpsuit => 0ms (3) (avg:0)
/obj/item/clothing/under/misc/poly_shirt => 0ms (3) (avg:0)
/obj/item/clothing/under/costume/kilt/polychromic => 0ms (3) (avg:0)
/obj/item/clothing/under/dress/skirt/polychromic => 0ms (3) (avg:0)
/obj/item/clothing/under/misc/polyshorts => 0ms (3) (avg:0)
/obj/item/gun/energy/e_gun => 0ms (3) (avg:0)
/obj/item/storage/box/teargas => 0ms (3) (avg:0)
/obj/item/gun/energy/laser/wattz/magneto => 0ms (3) (avg:0)
/obj/machinery/computer/communications => 0ms (3) (avg:0)
/obj/machinery/computer/auxillary_base => 0ms (3) (avg:0)
/obj/item/gps/internal/base => 0ms (3) (avg:0)
/obj/structure/closet/wardrobe/cargotech => 0ms (3) (avg:0)
/obj/structure/closet/secure_closet/hydroponics => 0ms (3) (avg:0)
/obj/structure/closet/cardboard/metal => 0ms (3) (avg:0)
/obj/structure/closet/cardboard => 0ms (3) (avg:0)
/obj/machinery/computer/arcade/orion_trail => 0ms (3) (avg:0)
/obj/machinery/computer/shuttle/bunkerelevator => 0ms (3) (avg:0)
/obj/item/gun/energy/laser/aer14 => 0ms (3) (avg:0)
/obj/item/gun/ballistic/automatic/pistol/beretta/automatic => 0ms (3) (avg:0)
/obj/machinery/computer/shuttle/northbunkerelevator => 0ms (3) (avg:0)
/obj/item/clothing/under/maid => 0ms (3) (avg:0)
/obj/item/reagent_containers/food/drinks/mug/coco => 0ms (3) (avg:0)
/obj/item/storage/box/lights => 0ms (3) (avg:0)
/obj/item/storage/box/lights/bulbs => 0ms (3) (avg:0)
/obj/item/gun/ballistic/automatic/pistol/deagle => 0ms (3) (avg:0)
/obj/item/storage/box/cups => 0ms (3) (avg:0)
/obj/structure/guncase => 0ms (3) (avg:0)
/obj/item/storage/box/lights/mixed => 0ms (3) (avg:0)
/obj/item/gun/ballistic/automatic/mp5 => 0ms (3) (avg:0)
/obj/machinery/computer/rdconsole/core/bos => 0ms (3) (avg:0)
/obj/machinery/computer/med_data => 0ms (3) (avg:0)
/obj/item/pda/chemist => 0ms (3) (avg:0)
/obj/machinery/door/airlock/highsecurity => 0ms (3) (avg:0)
/obj/machinery/door/airlock/mining => 0ms (3) (avg:0)
/obj/machinery/computer/crew => 0ms (3) (avg:0)
/obj/item/defibrillator => 0ms (3) (avg:0)
/obj/item/card/id/silver => 0ms (3) (avg:0)
/obj/item/clothing/shoes/combat => 0ms (3) (avg:0)
/obj/item/clothing/gloves/f13/handwraps => 0ms (3) (avg:0)
/mob/living/simple_animal/hostile/handy/sentrybot => 0ms (2) (avg:0)
/mob/living/simple_animal/hostile/handy/robobrain/nsb => 0ms (2) (avg:0)
/obj/structure/tank_dispenser/oxygen => 0ms (2) (avg:0)
/obj/item/storage/box/firingpins => 0ms (2) (avg:0)
/obj/structure/closet/secure_closet/ertMed => 0ms (2) (avg:0)
/obj/structure/closet/secure_closet/ertSec => 0ms (2) (avg:0)
/obj/item/storage/box/flashes => 0ms (2) (avg:0)
/obj/item/gun/energy/laser/captain => 0ms (2) (avg:0)
/obj/item/dice/fudge => 0ms (2) (avg:0)
/obj/machinery/computer/emergency_shuttle => 0ms (2) (avg:0)
/obj/item/storage/box/metalfoam => 0ms (2) (avg:0)
/obj/machinery/computer/shuttle/labor => 0ms (2) (avg:0)
/obj/machinery/computer/shuttle/mining => 0ms (2) (avg:0)
/obj/machinery/computer/security/mining => 0ms (2) (avg:0)
/obj/item/storage/box/mousetraps => 0ms (2) (avg:0)
/obj/machinery/gibber => 0ms (2) (avg:0)
/obj/machinery/computer/mech_bay_power_console => 0ms (2) (avg:0)
/obj/machinery/computer/camera_advanced => 0ms (2) (avg:0)
/obj/machinery/computer/shuttle => 0ms (2) (avg:0)
/obj/machinery/computer/telecomms/monitor => 0ms (2) (avg:0)
/obj/machinery/computer/telecomms/server => 0ms (2) (avg:0)
/obj/machinery/computer/message_monitor => 0ms (2) (avg:0)
/obj/machinery/door/airlock/freezer => 0ms (2) (avg:0)
/obj/structure/closet/fridge/cannibal => 0ms (2) (avg:0)
/obj/structure/necropolis_gate => 0ms (2) (avg:0)
/obj/effect/decal/cleanable/blood/gibs/limb => 0ms (2) (avg:0)
/obj/item/gun/ballistic/automatic/mini_uzi => 0ms (2) (avg:0)
/obj/item/lighter/gold => 0ms (2) (avg:0)
/obj/item/stack/ore/blackpowder/fifty => 0ms (2) (avg:0)
/obj/item/storage/box/medsprays => 0ms (2) (avg:0)
/obj/item/pda/engineering => 0ms (2) (avg:0)
/obj/machinery/computer/operating/bos => 0ms (2) (avg:0)
/obj/structure/closet/secure_closet => 0ms (2) (avg:0)
/obj/item/storage/box/lights/tubes => 0ms (2) (avg:0)
/obj/item/pda/warden => 0ms (2) (avg:0)
/obj/machinery/computer/robotics => 0ms (2) (avg:0)
/obj/machinery/computer/upload/ai => 0ms (2) (avg:0)
/obj/machinery/door/airlock/engineering => 0ms (2) (avg:0)
/obj/item/stack/ore/blackpowder/five => 0ms (2) (avg:0)
/turf/open/floor/plasteel/blue/corner => 0ms (2) (avg:0)
/obj/structure/table/wood/fancy/royalblack => 0ms (2) (avg:0)
/obj/structure/window/plasma/reinforced/fulltile => 0ms (2) (avg:0)
/obj/machinery/portable_atmospherics/canister/oxygen => 0ms (2) (avg:0)
/obj/effect/decal/cleanable/blood/gibs/human/lizard/up => 0ms (2) (avg:0)
/obj/effect/decal/cleanable/blood/gibs/slime => 0ms (2) (avg:0)
/obj/effect/decal/cleanable/blood/gibs/human/body => 0ms (2) (avg:0)
/obj/item/reagent_containers/blood/AMinus => 0ms (2) (avg:0)
/obj/item/reagent_containers/blood/APlus => 0ms (2) (avg:0)
/obj/item/reagent_containers/blood/BMinus => 0ms (2) (avg:0)
/obj/item/reagent_containers/blood/BPlus => 0ms (2) (avg:0)
/obj/item/reagent_containers/blood/OPlus => 0ms (2) (avg:0)
/obj/item/reagent_containers/blood/lizard => 0ms (2) (avg:0)
/obj/item/stack/ore/glass => 0ms (2) (avg:0)
/obj/item/claymore/machete/pipe => 0ms (2) (avg:0)
/obj/item/clothing/suit/armor/f13/raider/supafly => 0ms (2) (avg:0)
/obj/screen/combattoggle => 0ms (2) (avg:0)
/obj/item/clothing/gloves/fingerless => 0ms (2) (avg:0)
/obj/structure/closet/crate/secure/hydroponics => 0ms (1) (avg:0)
/obj/item/organ/cyberimp/chest/nutriment/plus => 0ms (1) (avg:0)
/obj/structure/chair/e_chair => 0ms (1) (avg:0)
/mob/living/simple_animal/hostile/handy/sentrybot/nsb => 0ms (1) (avg:0)
